0,9
1,11
2,12
3,9
4,5
5,15
6,11
7,13
8,11
9,14
10,11
11,17
12,10
13,10
14,8
15,10
16,9
17,7
18,13
19,14
20,5
21,12
22,9
23,9
24,14
25,13
26,13
27,10
28,12
29,18
30,15
31,15
32,10
33,13
34,10
35,26
36,5
37,11
38,8
39,20
40,21
41,10
42,8
43,19
44,13
45,12
46,13
47,15
48,17
49,10
50,13
51,19
52,13
53,17
54,8
55,14
56,13
57,9
58,7
59,14
60,12
61,7
62,10
63,22
64,15
65,11
66,19
67,15
68,16
69,10
70,12
71,13
72,11
73,17
74,18
75,7
76,21
77,12
78,14
79,12
80,8
81,17
82,19
83,16
84,15
85,6
86,17
87,13
88,10
89,11
90,13
91,5
92,15
93,10
94,5
95,12
96,9
97,12
98,19
99,12
100,13
101,11
102,5
103,12
104,8
105,10
106,21
107,7
108,12
109,11
110,11
111,12
112,12
113,6
114,16
115,6
116,12
117,17
118,11
119,16
120,10
121,8
122,7
123,12
124,15
125,15
126,15
127,9
128,7
129,13
130,10
131,11
132,4
133,17
134,10
135,15
136,12
137,9
138,15
139,13
140,14
141,25
142,20
143,10
144,23
145,13
146,10
147,9
148,14
149,13
150,12
151,7
152,9
153,9
154,7
155,32
156,8
157,11
158,13
159,8
160,6
161,9
162,18
163,12
164,9
165,7
166,13
167,19
168,13
169,12
170,7
171,12
172,9
173,10
174,9
175,11
176,8
177,11
178,16
179,9
180,12
181,17
182,12
183,8
184,10
185,7
186,9
187,7
188,9
189,11
190,8
191,8
192,20
193,12
194,8
195,9
196,8
197,12
198,8
199,14
200,7
201,7
202,8
203,13
204,12
205,8
206,13
207,12
208,18
209,9
210,23
211,15
212,12
213,7
214,9
215,13
216,11
217,9
218,12
219,4
220,15
221,15
222,9
223,10
224,6
225,13
226,20
227,9
228,18
229,21
230,18
231,9
232,17
233,13
234,13
235,10
236,10
237,7
238,18
239,12
240,7
241,11
242,7
243,21
244,12
245,8
246,18
247,10
248,13
249,19
250,7
251,11
252,13
253,8
254,8
255,15
256,22
257,13
258,11
259,14
260,6
261,13
262,13
263,11
264,9
265,11
266,7
267,17
268,12
269,6
270,11
271,12
272,8
273,6
274,12
275,13
276,9
277,28
278,6
279,14
280,5
281,5
282,7
283,18
284,10
285,10
286,19
287,10
288,17
289,12
290,7
291,14
292,11
293,11
294,15
295,5
296,9
297,8
298,11
299,4
300,5
301,23
302,20
303,8
304,6
305,9
306,5
307,8
308,19
309,24
310,12
311,16
312,11
313,10
314,17
315,15
316,13
317,5
318,12
319,13
320,11
321,9
322,16
323,8
324,8
325,7
326,8
327,16
328,9
329,11
330,12
331,20
332,16
333,5
334,13
335,6
336,13
337,21
338,5
339,4
340,6
341,5
342,13
343,9
344,10
345,11
346,15
347,7
348,14
349,19
350,6
351,19
352,14
353,18
354,6
355,10
356,9
357,25
358,9
359,22
360,10
361,11
362,7
363,11
364,13
365,8
366,14
367,14
368,11
369,7
370,4
371,6
372,15
373,25
374,16
375,13
376,6
377,10
378,9
379,12
380,16
381,24
382,18
383,13
384,20
385,13
386,17
387,12
388,15
389,16
390,6
391,8
392,14
393,9
394,18
395,17
396,12
397,7
398,10
399,9
400,10
401,9
402,18
403,8
404,18
405,5
406,12
407,11
408,14
409,9
410,7
411,15
412,10
413,18
414,11
415,22
416,10
417,9
418,12
419,9
420,12
421,16
422,12
423,8
424,19
425,8
426,7
427,11
428,13
429,12
430,9
431,8
432,13
433,20
434,17
435,6
436,9
437,13
438,9
439,8
440,8
441,15
442,13
443,7
444,18
445,13
446,14
447,10
448,18
449,13
450,11
451,7
452,10
453,10
454,19
455,14
456,19
457,12
458,7
459,12
460,10
461,31
462,6
463,11
464,16
465,7
466,16
467,6
468,13
469,8
470,14
471,14
472,20
473,14
474,11
475,16
476,9
477,13
478,14
479,13
480,14
481,16
482,10
483,5
484,19
485,11
486,7
487,15
488,18
489,8
490,8
491,10
492,13
493,21
494,13
495,10
496,6
497,7
498,13
499,17
500,12
501,4
502,12
503,10
504,12
505,12
506,16
507,10
508,10
509,9
510,11
511,14
512,5
513,17
514,9
515,9
516,20
517,14
518,7
519,12
520,13
521,9
522,11
523,22
524,24
525,6
526,14
527,12
528,14
529,12
530,21
531,11
532,15
533,6
534,17
535,13
536,17
537,11
538,15
539,10
540,13
541,14
542,14
543,8
544,11
545,8
546,4
547,18
548,11
549,12
550,11
551,19
552,19
553,12
554,18
555,6
556,11
557,9
558,14
559,8
560,13
561,10
562,9
563,16
564,4
565,13
566,9
567,21
568,14
569,12
570,12
571,10
572,16
573,13
574,17
575,18
576,17
577,13
578,17
579,10
580,13
